Job Title,Location,Sector,Job Type,Closing Date,Job URL,Employer,Sponsored,Category,Sponsorship Start Date,Scrape Date
Aged Care Home & Community Assistant. Casual – Tamworth & Surrounds,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504353/aged-care-home-community-assistant-casual-tamworth-surrounds,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Permanent Part Time - Auburn,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504365/disability-support-worker-permanent-part-time-auburn,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant (Female) Permanent Part Time – Bundaberg & Surrounds,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503864/aged-care-home-community-assistant-female-permanent-part-time-bundaberg-surrounds,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Part Time and Casual - Mackay,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503866/disability-support-worker-part-time-and-casual-mackay,Life Without Barriers,false,,,2024-12-02
"Senior Youth Worker, Full-time - Springwood",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504359/senior-youth-worker-fulltime-springwood,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Box Hill South,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503379/disability-support-workers-permanent-part-time-box-hill-south,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant. Casual – Canberra & Surrounds,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504161/aged-care-home-community-assistant-casual-canberra-surrounds,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Maximum Term Part Time - St Kilda,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504224/disability-support-worker-maximum-term-part-time-st-kilda,Life Without Barriers,false,,,2024-12-02
Mental Health Community Support Workers. Casual - Broome,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503898/mental-health-community-support-workers-casual-broome,Life Without Barriers,false,,,2024-12-02
Psychologist - CALD. Maximum Term Full/Part Time - Leederville,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504178/psychologist-cald-maximum-term-fullpart-time-leederville,Life Without Barriers,false,,,2024-12-02
"Peer Support Worker, Mental Health. Casual - Bathurst",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503951/peer-support-worker-mental-health-casual-bathurst,Life Without Barriers,false,,,2024-12-02
"Community Support Worker, AOD. Maximum Term Full Time - Christies Beach",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504352/community-support-worker-aod-maximum-term-full-time-christies-beach,Life Without Barriers,false,,,2024-12-02
Intensive Therapeutic Care Worker (Significant Disabilities) . Permanent Part Time & Casual - Central Coast,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503812/intensive-therapeutic-care-worker-significant-disabilities-permanent-part-time-casual-central-coast,Life Without Barriers,false,,,2024-12-02
Case Coordinator NISS. Full Time Max-Term 12mths - Parramatta,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504232/case-coordinator-niss-full-time-maxterm-12mths-parramatta,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Macleod.,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504342/disability-support-workers-permanent-part-time-macleod,Life Without Barriers,false,,,2024-12-02
Behaviour Support Practitioner. Permanent Full Time - Perth,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504349/behaviour-support-practitioner-permanent-full-time-perth,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Permanent Part Time - Bundoora,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504341/disability-support-worker-permanent-part-time-bundoora,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Bundoora,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504340/disability-support-workers-permanent-part-time-bundoora,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Casual - Chifley,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503846/disability-support-worker-casual-chifley,Life Without Barriers,false,,,2024-12-02
Residential Support Worker (CYF). Casual - Manjimup,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504329/residential-support-worker-cyf-casual-manjimup,Life Without Barriers,false,,,2024-12-02
"Carer Assessor, Recruitment & Engagement Coordinator, Full-Time 12 Months Max Term - Townsville",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503961/carer-assessor-recruitment-engagement-coordinator-fulltime-12-months-max-term-townsville,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Permanent Part Time - Auburn,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504365/disability-support-worker-permanent-part-time-auburn,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant (Female) Permanent Part Time – Bundaberg & Surrounds,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503864/aged-care-home-community-assistant-female-permanent-part-time-bundaberg-surrounds,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Part Time and Casual - Mackay,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503866/disability-support-worker-part-time-and-casual-mackay,Life Without Barriers,false,,,2024-12-02
"Senior Youth Worker, Full-time - Springwood",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504359/senior-youth-worker-fulltime-springwood,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Box Hill South,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503379/disability-support-workers-permanent-part-time-box-hill-south,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant. Casual – Canberra & Surrounds,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504161/aged-care-home-community-assistant-casual-canberra-surrounds,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Maximum Term Part Time - St Kilda,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504224/disability-support-worker-maximum-term-part-time-st-kilda,Life Without Barriers,false,,,2024-12-02
Mental Health Community Support Workers. Casual - Broome,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503898/mental-health-community-support-workers-casual-broome,Life Without Barriers,false,,,2024-12-02
Psychologist - CALD. Maximum Term Full/Part Time - Leederville,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504178/psychologist-cald-maximum-term-fullpart-time-leederville,Life Without Barriers,false,,,2024-12-02
"Peer Support Worker, Mental Health. Casual - Bathurst",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503951/peer-support-worker-mental-health-casual-bathurst,Life Without Barriers,false,,,2024-12-02
"Community Support Worker, AOD. Maximum Term Full Time - Christies Beach",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504352/community-support-worker-aod-maximum-term-full-time-christies-beach,Life Without Barriers,false,,,2024-12-02
Intensive Therapeutic Care Worker (Significant Disabilities) . Permanent Part Time & Casual - Central Coast,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503812/intensive-therapeutic-care-worker-significant-disabilities-permanent-part-time-casual-central-coast,Life Without Barriers,false,,,2024-12-02
Case Coordinator NISS. Full Time Max-Term 12mths - Parramatta,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504232/case-coordinator-niss-full-time-maxterm-12mths-parramatta,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Macleod.,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504342/disability-support-workers-permanent-part-time-macleod,Life Without Barriers,false,,,2024-12-02
Behaviour Support Practitioner. Permanent Full Time - Perth,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504349/behaviour-support-practitioner-permanent-full-time-perth,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Permanent Part Time - Bundoora,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504341/disability-support-worker-permanent-part-time-bundoora,Life Without Barriers,false,,,2024-12-02
Disability Support Workers. Permanent Part Time - Bundoora,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504340/disability-support-workers-permanent-part-time-bundoora,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Casual - Chifley,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503846/disability-support-worker-casual-chifley,Life Without Barriers,false,,,2024-12-02
Residential Support Worker (CYF). Casual - Manjimup,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504329/residential-support-worker-cyf-casual-manjimup,Life Without Barriers,false,,,2024-12-02
"Carer Assessor, Recruitment & Engagement Coordinator, Full-Time 12 Months Max Term - Townsville",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503961/carer-assessor-recruitment-engagement-coordinator-fulltime-12-months-max-term-townsville,Life Without Barriers,false,,,2024-12-02
"Support Coordinator, NDIS. Permanent Part Time - Central Coast",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504327/support-coordinator-ndis-permanent-part-time-central-coast,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant. Casual - Katherine,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503947/aged-care-home-community-assistant-casual-katherine,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Casual - Bunbury,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504313/disability-support-worker-casual-bunbury,Life Without Barriers,false,,,2024-12-02
"House Manager, CYF - Permanent Full Time - Geraldton",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504294/house-manager-cyf-permanent-full-time-geraldton,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Tamworth,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504281/youth-worker-casual-tamworth,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Armidale,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504282/youth-worker-casual-armidale,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Coffs Harbour & Grafton,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504284/youth-worker-casual-coffs-harbour-grafton,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Taree & Port Macquarie,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504285/youth-worker-casual-taree-port-macquarie,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Ballina & Tweed Heads,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504286/youth-worker-casual-ballina-tweed-heads,Life Without Barriers,false,,,2024-12-02
Aboriginal and or Torres Strait Islander Cultural Support Coordinator. Full Time - Townsville,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504078/aboriginal-and-or-torres-strait-islander-cultural-support-coordinator-full-time-townsville,Life Without Barriers,false,,,2024-12-02
"Therapeutic Specialist (Social Worker, Psychologist, OT). Permanent Part Time - Unley",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504204/therapeutic-specialist-social-worker-psychologist-ot-permanent-part-time-unley,Life Without Barriers,false,,,2024-12-02
"Support Coordinator, NDIS. Permanent Part Time - Central Coast",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504327/support-coordinator-ndis-permanent-part-time-central-coast,Life Without Barriers,false,,,2024-12-02
Aged Care Home & Community Assistant. Casual - Katherine,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/503947/aged-care-home-community-assistant-casual-katherine,Life Without Barriers,false,,,2024-12-02
Disability Support Worker. Casual - Bunbury,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504313/disability-support-worker-casual-bunbury,Life Without Barriers,false,,,2024-12-02
"House Manager, CYF - Permanent Full Time - Geraldton",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504294/house-manager-cyf-permanent-full-time-geraldton,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Tamworth,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504281/youth-worker-casual-tamworth,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Armidale,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504282/youth-worker-casual-armidale,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Coffs Harbour & Grafton,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504284/youth-worker-casual-coffs-harbour-grafton,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Taree & Port Macquarie,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504285/youth-worker-casual-taree-port-macquarie,Life Without Barriers,false,,,2024-12-02
Youth Worker. Casual - Ballina & Tweed Heads,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504286/youth-worker-casual-ballina-tweed-heads,Life Without Barriers,false,,,2024-12-02
Aboriginal and or Torres Strait Islander Cultural Support Coordinator. Full Time - Townsville,Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504078/aboriginal-and-or-torres-strait-islander-cultural-support-coordinator-full-time-townsville,Life Without Barriers,false,,,2024-12-02
"Therapeutic Specialist (Social Worker, Psychologist, OT). Permanent Part Time - Unley",Not specified,Disability Support,Not specified,Not specified,https://careers.lwb.org.au/en/job/504204/therapeutic-specialist-social-worker-psychologist-ot-permanent-part-time-unley,Life Without Barriers,false,,,2024-12-02
Disability Support Worker - Individual Supports,"Far West & North Central NSW, NSW, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-individual-supports-far-west-north-central-nsw-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Expression of Interest - Disability Support Workers - Central Coast NSW,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/expression-of-interest-disability-support-workers-central-coast-nsw-newcastle-maitland-hunter-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Carer,"Albany & Great Southern, WA, Australia, 6321",Disability Support,Full Time Fixed Term,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-carer-albany-great-southern-wa-australia-7ff70ad6-6dcd-41d2-b8ee-1668a8da70b1,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-port-hedland-karratha-pilbara-wa-australia-20a659ba-af08-4b6b-834d-33f074938342,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-port-hedland-karratha-pilbara-wa-australia-53a51a51-286f-4d23-bb58-8b3ae7674d53,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Broome & Kimberley, WA, Australia, 6725",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-broome-kimberley-wa-australia-1a34ee38-3c9c-4ebe-b5d9-00ce8b980799,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-da2fa2b9-2b58-492d-851c-3b88764df637,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Perth, WA, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-perth-wa-australia-9409e1c1-2983-4f96-80e5-fcb0a873f6f8,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Broome & Kimberley, WA, Australia, 6725",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-broome-kimberley-wa-australia-8427d652-968b-438a-9c86-97bf91c2ee0b,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-29715a1f-0983-4550-bed2-48b2bff579bc,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Broome & Kimberley, WA, Australia, 6725",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-broome-kimberley-wa-australia-99ddc13b-91b7-4711-b1ba-c135aaf5bdde,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-f1d0bcbd-0b41-4ed7-af3c-d691899aceda,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-f5da1394-5a0d-4a3c-bafb-c231d385934f,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-port-hedland-karratha-pilbara-wa-australia-521bcfa8-2007-46a8-8fca-48b412c88458,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-port-hedland-karratha-pilbara-wa-australia-08027694-e499-4b3c-b142-caf3b569b899,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-9e7089fe-7b40-4743-8c82-5f6fc11eed12,Lifestyle Solutions,false,,,2024-12-02
Family Contact Worker - Broken Hill,"Far West & North Central NSW, NSW, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/family-contact-worker-broken-hill-far-west-north-central-nsw-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker - Individual Supports,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-individual-supports-newcastle-maitland-hunter-nsw-australia-be29661d-1d68-42ea-adfa-d4bc23a4ccf9,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker,"Broome & Kimberley, WA, Australia, 6725",Disability Support,Part Time Fixed Term,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-broome-kimberley-wa-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker - Part Time,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-part-time-newcastle-maitland-hunter-nsw-australia-ba470026-2568-4b8b-bd37-e9feda7944b4,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker – Supported Independent Living,"Sydney, NSW, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-supported-independent-living-sydney-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
individual Supports-Disability Support Worker,"Tamworth & North West NSW, NSW, Australia, 2340",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/individual-supports-disability-support-worker-tamworth-north-west-nsw-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
LS Disability Support Worker – Supported Independent Living (SIL),"Sydney, NSW, Australia",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/ls-disability-support-worker-supported-independent-living-sil-sydney-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker - Casual,"Gosford & Central Coast, NSW, Australia, 2250",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-casual-gosford-central-coast-nsw-australia-e85b59f9-67e2-49b4-9171-468cd5d85582,Lifestyle Solutions,false,,,2024-12-02
LS Disability Support Worker - Individual Supports,"Gosford & Central Coast, NSW, Australia, 2250",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/ls-disability-support-worker-individual-supports-gosford-central-coast-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Workers - Casual (Doolandella and Pollara QLD),"Brisbane, QLD, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-workers-casual-doolandella-and-pollara-qld-brisbane-qld-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker-Casual,"Sydney, NSW, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-casual-sydney-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker,"Perth, WA, Australia


          
    
    
      Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-perth-wa-australia-port-hedland-karratha-pilbara,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-newcastle-maitland-hunter-nsw-australia-31b02af6-dde1-48df-9f44-05b83385508f,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Brisbane, QLD, Australia",Disability Support,Part Time Fixed Term,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-brisbane-qld-australia-f313782d-1538-44bd-934a-78eab7836e40,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Brisbane, QLD, Australia",Disability Support,Part Time Fixed Term,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-brisbane-qld-australia-97a530b3-463e-4c12-b89f-6480615dd2ad,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-newcastle-maitland-hunter-nsw-australia-b718d604-1d70-4b76-9db0-5e51a3e86560,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Sydney, NSW, Australia",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-sydney-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Case Manager,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/case-manager-newcastle-maitland-hunter-nsw-australia,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-newcastle-maitland-hunter-nsw-australia-8bf2a723-d3c0-4d3a-a8e3-464ed85de57a,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Rockhampton & Capricorn Coast, QLD, Australia, 4710",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-rockhampton-capricorn-coast-qld-australia-fb255a7f-3f05-4ec3-aa41-828398a901b3,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Broome & Kimberley, WA, Australia, 6725",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-broome-kimberley-wa-australia-f9faddc7-4947-4dee-8e24-c2339da1f68e,Lifestyle Solutions,false,,,2024-12-02
Disability Support Worker – Supported Independent Living (SIL),"Newcastle, Maitland & Hunter, NSW, Australia, 2295",Disability Support,Part Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/disability-support-worker-supported-independent-living-sil-newcastle-maitland-hunter-nsw-australia-b9ca7b1e-eabb-4029-bd5a-b1429b92eced,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Support Manager,"Rockhampton & Capricorn Coast, QLD, Australia, 4710",Disability Support,Full Time Permanent,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-support-manager-rockhampton-capricorn-coast-qld-australia,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Brisbane, QLD, Australia",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-brisbane-qld-australia-597043c6-54b1-4d3f-a027-64146eda003e,Lifestyle Solutions,false,,,2024-12-02
Therapeutic Youth Worker,"Port Hedland, Karratha & Pilbara, WA, Australia, 6721",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/therapeutic-youth-worker-port-hedland-karratha-pilbara-wa-australia-fce0d34c-af27-4b54-80c2-31c2d34aa893,Lifestyle Solutions,false,,,2024-12-02
Support Professional - Supported Independent Living,"Alice Springs & Central Australia, NT, Australia, 0870",Disability Support,Casual,,https://careers.lifestylesolutions.org.auhttps://careers.lifestylesolutions.org.au/jobs/support-professional-supported-independent-living-alice-springs-central-australia-nt-australia,Lifestyle Solutions,false,,,2024-12-02
